Accident_ID,Date,Time,State,District,Latitude,Longitude,Road_Type,Weather,Light_Condition,Driver_Age,Driver_Gender,Vehicle_Type,Speed_kmph,Alcohol_Involved,Driver_Drowsy,Pothole_Involved,Cause_of_Accident,Severity,Casualties
ACC26232,27-10-2024,17:41,Tamil Nadu,Tiruchirappalli,11.0184,78.8951,State Highway,Clear,Dusk,27,Female,Car,89,Yes,No,No,Over Speeding,High,4.0
ACC26233,17-04-2023,01:30,Karnataka,Belagavi,15.3768,76.1148,National Highway,Clear,Night,24,Male,Auto,62,No,Yes,No,Drowsy Driving,Medium,1.0
ACC26234,15-05-2024,19:43,Andhra Pradesh,Guntur,15.1227,79.5367,State Highway,Clear,Night,27,Male,Bike,58,No,No,No,Poor Weather Visibility,Medium,4.0
ACC26235,02-04-2024,06:59,Tamil Nadu,Chennai,11.1577,78.9441,Village Road,Rainy,Day,35,Male,Bus,39,No,Yes,Yes,Poor Weather Visibility,Medium,1.0
ACC26236,08-06-2023,09:50,Kerala,Thiruvananthapuram,10.5071,75.7349,City Road,Overcast,Day,37,Female,Car,34,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC26237,24-07-2023,09:24,Kerala,Kollam,10.4294,76.64,National Highway,Rainy,Day,33,Male,Car,69,No,No,No,Poor Weather Visibility,Medium,2.0
ACC26238,02-11-2024,05:31,Telangana,Nizamabad,18.1785,78.4457,National Highway,Overcast,Dawn,48,Male,Bike,56,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC26239,05-11-2024,20:37,Karnataka,Belagavi,15.6813,75.47,City Road,Clear,Night,25,Female,Bike,60,Yes,No,No,Drunk Driving,High,8.0
ACC26240,06-07-2022,05:39,Telangana,Nizamabad,17.4836,78.829,City Road,Clear,Dawn,45,Female,Car,47,No,No,No,Poor Weather Visibility,Low,1.0
ACC26241,13-05-2023,19:00,Karnataka,Belagavi,15.5135,75.1804,Expressway,Cloudy,Night,18,Male,Bus,108,Yes,Yes,No,Over Speeding,High,11.0
ACC26242,05-04-2022,12:23,Telangana,Nizamabad,18.3031,78.4657,Village Road,Rainy,Day,23,Male,Bike,53,No,No,Yes,Poor Weather Visibility,Medium,1.0
ACC26243,12-03-2022,15:58,Andhra Pradesh,Nellore,15.7397,79.6037,State Highway,Clear,Day,48,Male,Bike,71,No,No,No,Over Speeding,Medium,2.0
ACC26244,06-02-2023,08:14,Andhra Pradesh,Nellore,15.6447,80.109,Expressway,Rainy,Day,22,Female,Bike,71,No,No,No,Poor Weather Visibility,Medium,3.0
ACC26245,30-06-2023,05:51,Karnataka,Belagavi,15.1379,76.2266,National Highway,Clear,Dawn,27,Male,Truck,56,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC26246,18-06-2023,12:03,Tamil Nadu,Coimbatore,11.8982,78.7626,Expressway,Clear,Day,32,Male,Bike,91,No,No,No,Over Speeding,Medium,5.0
ACC26247,26-01-2022,18:15,Karnataka,Belagavi,15.395,75.5234,City Road,Rainy,Dusk,21,Male,Car,60,No,No,No,Poor Weather Visibility,Medium,1.0
ACC26248,16-08-2024,14:11,Kerala,Kozhikode,9.9509,76.4067,Village Road,Clear,Day,18,Male,Car,42,No,Yes,Yes,Drowsy Driving,Low,0.0
ACC26249,24-08-2024,11:48,Kerala,Kollam,10.4913,76.6075,Village Road,Rainy,Day,23,Female,Bike,40,Yes,No,No,Poor Weather Visibility,Medium,3.0
ACC26250,06-04-2023,22:19,Tamil Nadu,Madurai,11.5249,78.3881,City Road,Clear,Night,40,Female,Auto,36,No,No,No,Signal Jumping,Low,2.0
ACC26251,24-07-2022,17:18,Kerala,Kollam,9.9486,76.5738,State Highway,Clear,Dusk,42,Male,Car,75,No,No,No,Over Speeding,Low,3.0
ACC26252,27-02-2022,18:27,Telangana,Karimnagar,18.7534,79.1561,City Road,Foggy,Dusk,46,Male,Bike,47,No,No,No,Poor Weather Visibility,Low,4.0
ACC26253,22-11-2024,21:19,Telangana,Khammam,18.5585,79.3887,City Road,Clear,Night,51,Female,Bike,48,No,Yes,No,Drowsy Driving,Medium,1.0
ACC26254,29-09-2024,22:02,Karnataka,Belagavi,15.3732,75.9133,Village Road,Cloudy,Night,54,Male,Auto,31,No,No,No,Poor Weather Visibility,Low,2.0
ACC26255,27-05-2022,13:26,Kerala,Thiruvananthapuram,10.203,76.4027,National Highway,Clear,Day,49,Male,Auto,63,No,No,No,Signal Jumping,Medium,2.0
ACC26256,07-07-2023,23:37,Telangana,Nizamabad,18.0155,79.4905,Expressway,Rainy,Night,47,Male,Car,94,No,No,No,Over Speeding,High,5.0
ACC26257,28-08-2024,09:36,Puducherry,Puducherry,12.2373,79.1538,City Road,Cloudy,Day,51,Female,Auto,56,No,No,No,Poor Weather Visibility,Low,1.0
ACC26258,08-04-2024,16:13,Karnataka,Bengaluru Urban,16.0646,75.2498,City Road,Clear,Day,50,Male,Auto,39,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC26259,12-04-2024,19:20,Kerala,Kollam,10.0313,76.2187,City Road,Overcast,Night,36,Male,Auto,48,No,Yes,No,Drowsy Driving,Medium,
ACC26260,15-12-2024,22:02,Kerala,Kozhikode,9.9425,75.0459,State Highway,Cloudy,Night,54,Male,Bike,54,No,No,Yes,Pothole/Bad Road,Medium,3.0
ACC26261,28-07-2023,09:43,Kerala,Thrissur,10.1795,76.3845,Expressway,Foggy,Day,28,Male,Bike,78,Yes,No,No,Poor Weather Visibility,High,9.0
ACC26262,03-12-2022,14:07,Karnataka,Belagavi,15.073,76.0642,National Highway,Clear,Day,36,Male,Bike,79,No,No,No,Over Speeding,Medium,4.0
ACC26263,20-08-2022,17:23,Andhra Pradesh,Vijayawada,16.2345,79.7278,Village Road,Rainy,Dusk,22,Female,Truck,51,No,Yes,No,Poor Weather Visibility,Medium,3.0
ACC26264,10-03-2024,16:43,Kerala,Ernakulam,10.8198,77.7888,State Highway,Clear,Day,35,Male,Bike,69,No,Yes,No,Drowsy Driving,Medium,6.0
ACC26265,02-04-2022,23:55,Kerala,Thiruvananthapuram,9.6626,76.3537,Expressway,Cloudy,Night,51,Male,Car,85,No,No,No,Over Speeding,High,4.0
ACC26266,17-11-2024,23:33,Tamil Nadu,Salem,11.5619,78.7145,City Road,Cloudy,Night,23,Male,Truck,49,No,Yes,No,Drowsy Driving,Medium,2.0
ACC26267,17-08-2023,22:11,Telangana,Karimnagar,17.8698,78.9446,Village Road,Rainy,Night,32,Male,Car,21,No,Yes,No,Poor Weather Visibility,Low,0.0
ACC26268,13-10-2024,08:35,Karnataka,Bengaluru Urban,15.3407,75.7408,Village Road,Overcast,Day,18,Male,Bike,28,No,No,Yes,Pothole/Bad Road,Low,2.0
ACC26269,24-09-2024,15:33,Andhra Pradesh,Vijayawada,15.6788,79.6561,National Highway,Cloudy,Day,39,Female,Bike,76,No,No,Yes,Pothole/Bad Road,High,9.0
ACC26270,07-04-2024,06:14,Karnataka,Bengaluru Urban,15.4266,75.5341,National Highway,Cloudy,Day,54,Male,Auto,81,Yes,Yes,No,Drunk Driving,High,8.0
ACC26271,09-03-2024,10:14,Tamil Nadu,Tiruchirappalli,11.5777,79.0508,National Highway,Cloudy,Day,29,Male,Bike,50,No,No,No,Poor Weather Visibility,Low,3.0
ACC26272,29-08-2024,15:32,Telangana,Khammam,18.2171,79.3071,Village Road,Cloudy,Day,39,Female,Bus,43,No,Yes,Yes,Drowsy Driving,Low,0.0
ACC26273,20-01-2022,16:16,Kerala,Kozhikode,9.363,75.992,Expressway,Cloudy,Day,25,Male,Bus,101,No,Yes,No,Over Speeding,High,8.0
ACC26274,20-01-2024,10:43,Tamil Nadu,Coimbatore,11.4809,78.9075,National Highway,Rainy,Day,34,Male,Bike,74,No,No,No,Poor Weather Visibility,Medium,2.0
ACC26275,22-06-2022,17:47,Karnataka,Hubballi,15.5643,75.555,City Road,Clear,Dusk,51,Male,Auto,38,No,No,No,Signal Jumping,Low,4.0
ACC26276,15-04-2024,07:38,Tamil Nadu,Chennai,10.8347,78.3437,City Road,Foggy,Day,38,Male,Bus,85,No,Yes,Yes,Poor Weather Visibility,High,12.0
ACC26277,20-02-2024,13:49,Telangana,Khammam,18.2175,79.57,Expressway,Rainy,Day,25,Male,Bike,81,No,No,No,Poor Weather Visibility,Medium,3.0
ACC26278,10-06-2022,17:47,Kerala,Thrissur,10.1535,76.0863,Expressway,Rainy,Dusk,39,Male,Car,72,No,No,No,Poor Weather Visibility,Medium,3.0
ACC26279,28-09-2022,07:13,Tamil Nadu,Coimbatore,10.6504,79.2602,City Road,Rainy,Day,30,Female,Bike,58,No,No,Yes,Poor Weather Visibility,Medium,2.0
ACC26280,11-10-2023,19:34,Telangana,Warangal,18.8987,79.2256,State Highway,Cloudy,Night,18,Female,Bike,46,No,No,No,Poor Weather Visibility,Low,1.0
ACC26281,10-08-2023,12:45,Andhra Pradesh,Visakhapatnam,16.3011,79.9415,National Highway,Overcast,Day,53,Male,Car,64,No,No,No,Poor Weather Visibility,Low,1.0
ACC26282,13-05-2023,16:13,Karnataka,Hubballi,15.1644,75.7858,City Road,Rainy,Day,33,Female,Car,32,No,No,No,Poor Weather Visibility,Low,2.0
ACC26283,16-04-2024,10:37,Kerala,Thiruvananthapuram,10.7147,76.1183,Expressway,Overcast,Day,26,Male,Auto,72,No,No,No,Poor Weather Visibility,Medium,3.0
ACC26284,16-01-2024,17:37,Tamil Nadu,Tiruchirappalli,10.9583,78.7247,State Highway,Clear,Dusk,35,Male,Bike,59,No,No,Yes,Pothole/Bad Road,Medium,4.0
ACC26285,23-10-2022,16:04,Andhra Pradesh,Kurnool,15.847,79.8293,State Highway,Cloudy,Day,52,Male,Bike,38,No,No,No,Poor Weather Visibility,Low,1.0
ACC26286,20-04-2024,12:42,Karnataka,Bengaluru Urban,15.7606,75.8118,National Highway,Cloudy,Day,21,Male,Bike,113,Yes,No,No,Over Speeding,High,6.0
ACC26287,14-09-2023,05:11,Telangana,Khammam,17.7024,78.6479,National Highway,Clear,Dawn,63,Female,Auto,73,No,Yes,No,Drowsy Driving,Medium,4.0
ACC26288,20-11-2024,17:23,Tamil Nadu,Chennai,11.0642,78.2052,Expressway,Cloudy,Dusk,42,Male,Bike,70,No,No,No,Poor Weather Visibility,Medium,4.0
ACC26289,05-03-2024,11:54,Karnataka,Mysuru,14.9247,75.119,Village Road,Cloudy,Day,18,Male,Bus,50,No,Yes,Yes,Drowsy Driving,Low,0.0
ACC26290,09-01-2022,19:33,Kerala,Thrissur,10.6678,76.59,Village Road,Cloudy,Night,45,Male,Bike,48,No,No,Yes,Pothole/Bad Road,Medium,6.0
ACC26291,07-09-2024,16:15,Telangana,Karimnagar,18.3207,79.0146,Village Road,Clear,Day,55,Male,Bike,36,Yes,No,No,Drunk Driving,Low,1.0
ACC26292,25-01-2022,17:56,Tamil Nadu,Coimbatore,10.7739,78.6103,National Highway,Clear,Dusk,28,Female,Auto,61,No,No,No,Over Speeding,Low,1.0
ACC26293,24-06-2024,10:45,Puducherry,Karaikal,11.9916,79.5374,National Highway,Clear,Day,58,Male,Car,64,Yes,No,No,Drunk Driving,Medium,4.0
ACC26294,03-04-2023,16:26,Tamil Nadu,Salem,11.2192,78.4264,National Highway,Clear,Day,26,Female,Bike,56,No,No,No,Poor Weather Visibility,Low,2.0
ACC26295,17-06-2023,20:47,Tamil Nadu,Tiruchirappalli,11.0032,78.7886,City Road,Clear,Night,42,Male,Car,46,No,No,No,Signal Jumping,Low,0.0
ACC26296,06-12-2022,10:23,Kerala,Kozhikode,10.5144,76.6383,State Highway,Rainy,Day,26,Male,Car,47,No,No,No,Poor Weather Visibility,Low,2.0
ACC26297,18-12-2022,18:13,Kerala,Thiruvananthapuram,10.1592,76.1387,State Highway,Clear,Dusk,48,Female,Bike,74,No,No,No,Over Speeding,Medium,4.0
ACC26298,05-10-2022,21:26,Kerala,Ernakulam,10.4895,76.5599,City Road,Rainy,Night,36,Male,Car,53,Yes,No,No,Poor Weather Visibility,Medium,2.0
ACC26299,12-05-2023,19:46,Tamil Nadu,Chennai,10.5695,78.3934,City Road,Rainy,Night,50,Male,Auto,30,No,No,No,Poor Weather Visibility,Low,0.0
ACC26300,29-10-2023,12:58,Andhra Pradesh,Nellore,15.9227,79.6076,Village Road,Clear,Day,29,Male,Car,39,No,No,No,Signal Jumping,Low,0.0
ACC26301,21-05-2024,08:58,Andhra Pradesh,Kurnool,15.9885,80.2066,National Highway,Clear,Day,34,Male,Auto,62,No,No,No,Over Speeding,Medium,4.0
ACC26302,14-08-2022,15:40,Andhra Pradesh,Visakhapatnam,15.7382,79.2079,Village Road,Cloudy,Day,23,Male,Bike,34,No,No,Yes,Pothole/Bad Road,Low,3.0
ACC26303,11-09-2024,09:22,Telangana,Warangal,17.3808,78.8344,National Highway,Clear,Day,30,Male,Bike,51,No,No,No,Signal Jumping,Low,2.0
ACC26304,29-10-2023,18:11,Karnataka,Bengaluru Urban,15.4333,75.4852,City Road,Rainy,Dusk,29,Female,Bike,52,No,No,No,Poor Weather Visibility,Low,1.0
ACC26305,01-03-2022,22:24,Karnataka,Mysuru,15.2581,76.0302,State Highway,Clear,Night,31,Male,Truck,59,No,No,Yes,Pothole/Bad Road,Low,2.0
ACC26306,06-05-2023,12:12,Karnataka,Mangaluru,15.2686,75.5409,City Road,Clear,Day,18,Male,Bike,57,No,No,No,Signal Jumping,Low,1.0
ACC26307,07-02-2024,20:25,Telangana,Karimnagar,17.6635,80.059,State Highway,Overcast,Night,29,Male,Car,73,Yes,Yes,No,Drunk Driving,High,5.0
ACC26308,04-09-2024,15:52,Tamil Nadu,Salem,11.2183,78.6383,City Road,Clear,Day,28,Male,Car,44,No,No,No,Signal Jumping,Low,0.0
ACC26309,01-12-2024,10:54,Telangana,Khammam,17.6803,78.9507,State Highway,Clear,Day,63,Female,Car,80,Yes,No,No,Drunk Driving,High,12.0
ACC26310,31-05-2022,06:52,Telangana,Warangal,17.6213,78.4793,National Highway,Overcast,Day,24,Male,Car,59,No,No,No,Poor Weather Visibility,Medium,6.0
ACC26311,14-12-2022,00:15,Kerala,Ernakulam,10.6558,76.7952,State Highway,Rainy,Night,24,Male,Car,53,No,No,No,Poor Weather Visibility,Medium,8.0
ACC26312,19-01-2024,16:08,Karnataka,Hubballi,15.3484,76.4594,Expressway,Cloudy,Day,18,Female,Car,59,Yes,No,No,Drunk Driving,Medium,1.0
ACC26313,03-12-2023,23:58,Karnataka,Belagavi,15.0332,76.2378,City Road,Clear,Night,21,Male,Car,69,No,Yes,No,Drowsy Driving,Medium,2.0
ACC26314,23-12-2023,08:33,Telangana,Khammam,18.1305,78.1418,Village Road,Clear,Day,47,Male,Bike,32,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC26315,05-04-2024,22:30,Puducherry,Puducherry,10.9977,79.37,Village Road,Clear,Night,18,Male,Truck,33,No,Yes,No,Drowsy Driving,Low,0.0
ACC26316,03-02-2022,14:46,Tamil Nadu,Chennai,11.1357,78.7689,National Highway,Overcast,Day,37,Male,Auto,59,No,No,No,Poor Weather Visibility,Medium,3.0
ACC26317,18-07-2024,08:31,Telangana,Hyderabad,18.4085,78.873,State Highway,Clear,Day,32,Male,Car,59,No,No,No,Signal Jumping,Low,0.0
ACC26318,25-07-2022,12:53,Telangana,Khammam,17.7267,78.0627,State Highway,Foggy,Day,46,Male,Bike,63,No,Yes,No,Poor Weather Visibility,Medium,2.0
ACC26319,12-10-2022,19:13,Karnataka,Bengaluru Urban,15.2738,75.7533,Expressway,Clear,Night,58,Male,Car,85,No,No,No,Over Speeding,Medium,2.0
ACC26320,20-11-2022,01:55,Karnataka,Belagavi,15.4281,75.526,City Road,Clear,Night,43,Male,Bus,44,No,No,No,Signal Jumping,Low,0.0
ACC26321,10-02-2023,10:44,Tamil Nadu,Salem,11.1097,78.4849,Village Road,Overcast,Day,48,Female,Bike,23,No,No,No,Poor Weather Visibility,Low,0.0
ACC26322,11-11-2023,15:31,Karnataka,Hubballi,15.0264,75.5659,Village Road,Overcast,Day,18,Male,Bike,48,Yes,No,No,Drunk Driving,Medium,
ACC26323,01-04-2023,14:11,Kerala,Thrissur,11.0953,76.4655,National Highway,Foggy,Day,42,Female,Bike,69,No,No,No,Poor Weather Visibility,Medium,2.0
ACC26324,07-04-2022,15:02,Kerala,Kozhikode,9.9608,76.3646,City Road,Clear,Day,46,Male,Bike,49,No,No,No,Signal Jumping,Low,0.0
ACC26325,13-08-2023,13:25,Andhra Pradesh,Visakhapatnam,16.6681,79.6935,National Highway,Rainy,Day,19,Female,Bus,80,No,No,No,Poor Weather Visibility,High,9.0
ACC26326,16-11-2024,00:15,Telangana,Warangal,17.9076,78.6157,State Highway,Clear,Night,24,Male,Car,80,No,No,No,Over Speeding,Medium,4.0
ACC26327,28-11-2023,19:11,Karnataka,Hubballi,16.6379,75.7449,State Highway,Clear,Night,42,Male,Car,63,No,Yes,No,Drowsy Driving,Medium,0.0
ACC26328,20-11-2024,06:08,Karnataka,Mangaluru,15.4629,75.4898,State Highway,Cloudy,Day,39,Male,Car,58,No,No,No,Poor Weather Visibility,Low,1.0
ACC26329,22-11-2023,05:36,Tamil Nadu,Chennai,11.5803,78.9369,Expressway,Clear,Dawn,37,Male,Car,79,No,No,No,Over Speeding,Low,1.0
ACC26330,01-06-2023,13:03,Karnataka,Mangaluru,15.6751,75.5031,Village Road,Cloudy,Day,43,Male,Car,40,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC26331,16-01-2023,15:26,Tamil Nadu,Chennai,11.3231,78.7968,National Highway,Clear,Day,21,Male,Bike,73,No,No,No,Over Speeding,Medium,2.0
ACC26332,30-05-2023,15:21,Andhra Pradesh,Visakhapatnam,15.995,79.1114,State Highway,Rainy,Day,34,Male,Bike,62,No,No,No,Poor Weather Visibility,Medium,5.0
ACC26333,10-08-2022,20:28,Tamil Nadu,Salem,10.2785,78.5517,City Road,Clear,Night,27,Male,Auto,63,No,No,No,Over Speeding,High,3.0
ACC26334,25-03-2022,04:26,Andhra Pradesh,Visakhapatnam,16.162,79.3313,National Highway,Cloudy,Night,18,Male,Bike,55,No,No,No,Poor Weather Visibility,Low,0.0
ACC26335,23-09-2023,07:37,Tamil Nadu,Coimbatore,10.8287,78.7259,City Road,Clear,Day,28,Male,Auto,51,No,No,No,Signal Jumping,Low,0.0
ACC26336,06-04-2022,06:55,Telangana,Khammam,17.8896,79.0377,City Road,Clear,Day,41,Male,Car,51,No,No,No,Signal Jumping,Low,2.0
ACC26337,19-10-2024,21:25,Telangana,Hyderabad,17.726,79.2853,City Road,Rainy,Night,30,Male,Car,41,Yes,No,No,Poor Weather Visibility,Low,4.0
ACC26338,30-11-2023,08:27,Kerala,Kollam,10.2642,76.3844,City Road,Rainy,Day,25,Male,Truck,39,No,No,No,Poor Weather Visibility,Low,2.0
ACC26339,15-05-2023,13:35,Puducherry,Karaikal,11.6184,79.4747,City Road,Clear,Day,36,Male,Bike,36,No,No,No,Signal Jumping,Low,1.0
ACC26340,04-06-2023,15:04,Karnataka,Belagavi,15.3488,75.6051,City Road,Clear,Day,36,Male,Bus,50,No,No,No,Signal Jumping,Low,1.0
ACC26341,25-06-2023,18:16,Karnataka,Belagavi,15.0397,75.53,State Highway,Rainy,Dusk,39,Male,Auto,52,No,No,No,Poor Weather Visibility,Medium,1.0
ACC26342,15-08-2022,11:44,Tamil Nadu,Chennai,11.2256,78.2866,City Road,Clear,Day,35,Male,Auto,50,No,No,No,Signal Jumping,Low,
ACC26343,13-12-2024,15:30,Kerala,Kollam,10.8194,76.9103,National Highway,Cloudy,Day,43,Male,Bus,65,No,Yes,No,Drowsy Driving,Medium,2.0
ACC26344,17-03-2022,17:27,Karnataka,Mangaluru,15.6683,76.3491,Village Road,Clear,Dusk,48,Male,Bike,31,No,No,No,Signal Jumping,Low,1.0
ACC26345,21-05-2023,00:08,Puducherry,Puducherry,12.5164,79.807,National Highway,Clear,Night,27,Male,Auto,91,No,No,No,Over Speeding,High,4.0
ACC26346,23-10-2024,06:42,Kerala,Ernakulam,10.0961,77.2216,National Highway,Overcast,Day,35,Female,Auto,82,No,No,No,Over Speeding,Medium,4.0
ACC26347,17-12-2023,16:34,Tamil Nadu,Chennai,10.9682,78.2992,National Highway,Rainy,Day,19,Male,Bike,74,No,No,No,Poor Weather Visibility,High,3.0
ACC26348,06-02-2024,07:41,Tamil Nadu,Salem,10.787,78.4268,State Highway,Clear,Day,18,Male,Bus,50,No,No,Yes,Pothole/Bad Road,Low,
ACC26349,05-01-2024,22:57,Andhra Pradesh,Guntur,16.1485,79.4686,State Highway,Cloudy,Night,18,Male,Bike,69,No,No,Yes,Pothole/Bad Road,High,0.0
ACC26350,21-05-2024,16:54,Telangana,Khammam,18.6669,79.227,City Road,Clear,Day,55,Male,Car,64,Yes,No,Yes,Drunk Driving,Medium,1.0
ACC26351,17-08-2023,22:50,Kerala,Ernakulam,10.4417,76.2515,National Highway,Cloudy,Night,52,Female,Bike,57,No,No,No,Poor Weather Visibility,Medium,1.0
ACC26352,05-04-2022,19:25,Puducherry,Puducherry,11.8605,79.2539,State Highway,Clear,Night,48,Male,Car,65,Yes,No,No,Drunk Driving,Medium,4.0
ACC26353,20-09-2024,12:23,Telangana,Karimnagar,17.2147,79.8531,State Highway,Rainy,Day,50,Female,Truck,67,Yes,No,No,Poor Weather Visibility,High,2.0
ACC26354,09-08-2023,18:39,Andhra Pradesh,Vijayawada,14.9696,79.219,National Highway,Clear,Dusk,40,Male,Auto,48,No,No,No,Signal Jumping,Low,1.0
ACC26355,21-01-2022,16:24,Andhra Pradesh,Vijayawada,15.7152,79.4487,State Highway,Rainy,Day,18,Male,Truck,80,No,No,No,Poor Weather Visibility,High,6.0
ACC26356,23-06-2024,18:06,Karnataka,Mangaluru,14.3978,76.246,State Highway,Clear,Dusk,27,Female,Car,48,No,No,No,Signal Jumping,Low,0.0
ACC26357,05-10-2023,06:21,Tamil Nadu,Chennai,11.8237,78.3521,City Road,Clear,Day,24,Female,Bike,27,No,No,No,Poor Weather Visibility,Low,1.0
ACC26358,20-02-2023,15:49,Kerala,Kozhikode,9.9528,75.7864,State Highway,Rainy,Day,32,Male,Car,61,No,No,Yes,Poor Weather Visibility,Medium,3.0
ACC26359,28-03-2023,15:55,Andhra Pradesh,Vijayawada,15.4048,79.4864,Village Road,Rainy,Day,30,Male,Bus,54,No,No,No,Poor Weather Visibility,Low,2.0
ACC26360,04-11-2023,06:53,Telangana,Karimnagar,17.7754,78.9709,Expressway,Clear,Day,39,Male,Bike,101,Yes,No,No,Over Speeding,High,5.0
ACC26361,22-01-2024,08:43,Kerala,Kozhikode,10.4618,76.5537,State Highway,Clear,Day,32,Male,Bus,64,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC26362,11-05-2023,05:38,Karnataka,Hubballi,14.6057,75.7501,City Road,Clear,Dawn,41,Male,Auto,37,No,No,No,Signal Jumping,Low,2.0
ACC26363,14-08-2022,18:27,Tamil Nadu,Coimbatore,11.1078,78.8117,Expressway,Clear,Dusk,22,Male,Bike,81,No,No,No,Over Speeding,High,6.0
ACC26364,26-07-2022,13:18,Karnataka,Bengaluru Urban,15.5698,76.332,Village Road,Clear,Day,27,Male,Bus,47,No,No,No,Signal Jumping,Low,
ACC26365,01-04-2022,19:22,Puducherry,Karaikal,11.3502,79.2913,City Road,Clear,Night,48,Male,Bus,60,No,No,No,Signal Jumping,Medium,5.0
ACC26366,13-06-2023,09:55,Kerala,Kozhikode,10.3724,76.1304,City Road,Rainy,Day,41,Male,Car,39,No,No,No,Poor Weather Visibility,Low,0.0
ACC26367,10-03-2022,17:23,Andhra Pradesh,Kurnool,15.3735,79.0798,Village Road,Cloudy,Dusk,39,Female,Bike,38,No,No,No,Poor Weather Visibility,Low,1.0
ACC26368,08-01-2022,00:21,Telangana,Nizamabad,18.3042,79.2726,State Highway,Foggy,Night,18,Female,Car,64,No,No,No,Poor Weather Visibility,Medium,2.0
ACC26369,05-03-2022,11:24,Karnataka,Bengaluru Urban,14.9695,76.1783,Expressway,Clear,Day,38,Male,Truck,63,No,No,No,Over Speeding,Low,1.0
ACC26370,11-02-2024,21:55,Karnataka,Bengaluru Urban,15.1652,76.0215,City Road,Rainy,Night,31,Female,Bike,66,No,Yes,No,Poor Weather Visibility,Medium,
ACC26371,12-02-2024,17:02,Andhra Pradesh,Kurnool,15.6206,79.0538,State Highway,Rainy,Dusk,30,Female,Auto,71,No,No,No,Poor Weather Visibility,High,2.0
ACC26372,14-04-2023,20:56,Tamil Nadu,Coimbatore,10.3928,78.6654,City Road,Clear,Night,52,Male,Truck,49,No,Yes,Yes,Drowsy Driving,Medium,2.0
ACC26373,17-09-2022,16:09,Karnataka,Mangaluru,16.1146,75.7694,National Highway,Rainy,Day,18,Female,Car,50,No,No,No,Poor Weather Visibility,Low,1.0
ACC26374,30-01-2024,15:52,Telangana,Karimnagar,18.08,79.6074,Village Road,Clear,Day,27,Male,Bike,36,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC26375,15-07-2022,14:20,Telangana,Hyderabad,18.3897,79.1915,Expressway,Clear,Day,39,Female,Auto,83,No,No,No,Over Speeding,Medium,5.0
ACC26376,23-09-2024,22:28,Tamil Nadu,Chennai,11.3767,78.7153,City Road,Clear,Night,18,Male,Bike,54,Yes,No,Yes,Drunk Driving,High,6.0
ACC26377,24-06-2023,20:20,Tamil Nadu,Salem,10.5539,78.2537,State Highway,Clear,Night,54,Male,Car,49,No,No,No,Signal Jumping,Low,1.0
ACC26378,14-06-2023,19:08,Telangana,Hyderabad,18.575,79.4333,City Road,Clear,Night,57,Male,Bike,41,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC26379,04-10-2024,15:50,Kerala,Ernakulam,10.0941,76.2226,National Highway,Clear,Day,48,Male,Bike,74,No,No,No,Signal Jumping,Medium,5.0
ACC26380,11-10-2024,22:56,Kerala,Kozhikode,10.4543,76.3566,National Highway,Clear,Night,50,Male,Car,76,Yes,No,No,Drunk Driving,High,2.0
ACC26381,05-11-2022,09:17,Andhra Pradesh,Visakhapatnam,15.9442,79.7521,State Highway,Clear,Day,48,Male,Bike,76,No,No,No,Over Speeding,Medium,3.0
ACC26382,09-11-2024,06:14,Andhra Pradesh,Nellore,16.0233,80.0489,Village Road,Cloudy,Day,38,Female,Truck,45,No,No,No,Poor Weather Visibility,Low,0.0
ACC26383,23-06-2022,12:47,Karnataka,Mysuru,14.6764,74.6496,City Road,Clear,Day,34,Male,Car,31,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC26384,18-12-2022,14:00,Kerala,Ernakulam,9.4576,76.4027,State Highway,Foggy,Day,22,Female,Bike,72,Yes,No,No,Poor Weather Visibility,High,7.0
ACC26385,21-01-2024,22:27,Telangana,Nizamabad,17.632,79.1997,Village Road,Clear,Night,33,Male,Bike,29,No,No,No,Signal Jumping,Low,2.0
ACC26386,24-03-2024,18:12,Karnataka,Belagavi,15.8124,76.4135,Village Road,Clear,Dusk,22,Female,Bus,48,Yes,No,Yes,Drunk Driving,Medium,5.0
ACC26387,08-10-2022,03:04,Kerala,Thrissur,9.7292,76.1109,National Highway,Overcast,Night,56,Male,Truck,68,No,Yes,No,Drowsy Driving,High,11.0
ACC26388,16-05-2023,21:04,Karnataka,Mysuru,15.1485,75.6597,Village Road,Rainy,Night,43,Male,Truck,57,Yes,No,Yes,Poor Weather Visibility,High,5.0
ACC26389,31-10-2024,00:23,Telangana,Nizamabad,17.4535,79.4022,Village Road,Overcast,Night,23,Male,Car,53,No,No,No,Poor Weather Visibility,Low,1.0
ACC26390,14-02-2022,14:48,Tamil Nadu,Salem,10.6904,79.5034,City Road,Rainy,Day,27,Male,Car,48,No,No,No,Poor Weather Visibility,Low,0.0
